요일,공휴일전후,출근,휴가비율,출장비율,야근비율,재택비율,year,month,day,week,강수량,불쾌지수,체감온도,폭염,요일점심평균,요일저녁평균,월점심평균,월저녁평균,확진자수,전일대비증감,사망자수,breakfast_0,breakfast_1,breakfast_2,lunch_0,lunch_1,lunch_2,dinner_0,dinner_1,dinner_2
4,0,-0.03543044756083152,-0.6146764063748479,0.023116832215757346,0.11746425923734403,-0.39633323341251137,-0.036475182350718595,-1.5965466977676948,0.8155886180544909,0.8955894415606993,-0.301589675166444,-1.1893824576324799,-1.978991234259659,0,0.22187096695474304,0.8676788614591028,0.9321835119758307,-1.0286240469972463,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.46697958028391967,-0.7579333935676703,-0.8403738655696206,-0.43863914596508635,-0.2724597591899361,0.5314528295375996,-0.1539417654700102,-0.38033503637149046,0.7282397049631426
1,0,-1.6445887440794347,1.8229621427325158,-1.8946241123104102,0.861694469065158,-0.39633323341251137,-1.4317956500555653,-1.3068991863539532,-0.5721980867075636,-0.6752770461840499,-0.301589675166444,-0.8360014918219633,-0.7994562330355304,0,-0.41714393178628717,0.2715040677348204,2.1077036677933436,1.5317020129905259,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,-0.5057688437709802,-0.8017695008241159,-0.3963971809447914,0.5224283890293134,-0.08135692518439942,0.7824010070015357,-1.1867161728543416,-0.38741363359843856,-0.24201595644186374
4,0,-0.38672556863179414,-0.5222235594024633,0.9387073056810271,0.5439482675126925,-0.39633323341251137,-0.734135416203142,1.299928416369722,-0.22525141051704992,0.1101561976883247,-0.301589675166444,-0.38594391283606155,-0.3878446014429846,0,0.22187096695474304,0.8676788614591028,-0.9128241058696265,-0.7973704419943012,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.46437304564656634,-0.4549798347154989,-0.2077425358466479,-0.31572112768388255,0.9527810341085988,0.11571648396306584,-1.0434715792531017,-0.07486649446502591,0.3259146091890568
2,0,-0.09775700129922811,-0.7610293397850072,0.14825876708252345,-1.1308087971482226,-0.39633323341251137,-0.734135416203142,-1.0172516749402114,-0.9191447628980771,-0.6752770461840499,-0.301589675166444,-1.120293758671965,-1.45171229256657,0,0.09355466904577933,-1.4540669246735605,1.3431550474880543,1.9257695749262653,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.49534222413265355,-0.4175410000567677,-0.5337521214320499,-0.6610468553547523,-0.3843345520436572,1.7129889703764176,0.21525345509294455,1.293414600367938,-1.455138154805601
0,0,-0.3130669142136891,0.5987708707834629,0.5519173296534993,-1.1308087971482226,-0.39633323341251137,1.3588452853541282,-1.5965466977676948,0.12169526567346367,0.1101561976883247,-0.301589675166444,-1.109987928649169,-1.112772365434046,0,-1.4884572880787226,-0.856683746725559,0.9321835119758307,-1.0286240469972463,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,-0.4485470920418747,-0.30029742724973285,-0.3237885323979628,2.319209919537723,-1.8602693185089336,-0.7119150891341469,-0.13921364122003962,0.11608558047519195,-0.8339227574156208
0,0,-0.3810595182919399,0.5134740049662374,1.086650992934932,-1.126494291283053,-0.39633323341251137,0.6611850515017048,-0.7276041635264697,0.35299304980047275,0.1101561976883247,-0.301589675166444,-0.28336952417807965,-0.09704968553785731,0,-1.4884572880787226,-0.856683746725559,-0.1425047470817127,0.5236997507016258,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.3324496792422691,-0.4421057033806358,0.5587607558009671,-1.3598116543327343,0.5704585687064272,-1.1263593410823327,-0.9010160026405232,1.6976168742899687,1.1553554249301246
0,0,-0.9533306026172178,0.20940266072440789,0.6787545846902339,-0.8149092006661073,-0.39633323341251137,-0.734135416203142,-1.0172516749402114,-1.4973892232155999,-1.4607102900564246,-0.301589675166444,-0.8979091412730041,-1.0229492254211536,0,-1.4884572880787226,-0.856683746725559,1.3431550474880543,1.9257695749262653,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.5653605303232393,-0.6937171675857796,-0.7840519485023081,-0.37707765578455016,0.5150876325550088,-1.1186064276267713,-0.8041326803351454,2.100735142261338,0.3801148085660874
2,0,-0.3810595182919399,-0.5896248822764086,1.0809784237555007,-1.1308087971482226,-0.39633323341251137,-0.734135416203142,0.7206333935422387,-1.150442547025086,-1.4607102900564246,2.1947572564806044,0.8550398762903768,0.7852911133997168,0,0.09355466904577933,-1.4540669246735605,0.3569368054164363,0.07309248972936463,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,-0.8396101265934334,0.5647118165570756,-0.7063427101817762,0.5265083162935646,-0.17801266701944937,0.36178648894297405,-1.0210804826980355,0.624339708712195,2.28714257601561
1,0,-0.12042120265864506,-0.562165595236172,0.20569113996722893,0.29464577586370416,-0.39633323341251137,-0.036475182350718595,-1.5965466977676948,-0.5721980867075636,-0.6752770461840499,-0.301589675166444,-1.5986989765218529,-2.125751716776447,0,-0.41714393178628717,0.2715040677348204,0.9321835119758307,-1.0286240469972463,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.5358770279335571,-0.3191706112978721,-0.3514159815647289,0.4415075312623844,-0.5363097392282706,0.6641682425451554,0.7071296677849005,-0.8487978931570505,-0.05783418418893033
2,0,0.07789055923625321,-0.28610875953570414,-2.227111510821136,-1.126641191230543,2.41291775924647,1.3588452853541282,-1.0172516749402114,1.0468864021814999,0.8955894415606993,-0.301589675166444,-0.36447673677255105,-0.2566875372418737,0,0.09355466904577933,-1.4540669246735605,1.3431550474880543,1.9257695749262653,0.10921110566682507,-0.20633654277228766,-0.1525715764417884,0.25061892490677984,0.24089712031370822,-0.43531217089034435,0.5811545756166382,-1.3020591501861372,-0.6760192818310227,-1.1317930539985364,-0.3163641099977567,-0.8518585881774441
0,1,-4.05832618885734,5.317260983565245,-0.4145766054435121,-1.112771075235257,-0.39633323341251137,0.6611850515017048,-0.1483091406989864,-1.0347936549615817,-0.6752770461840499,0.9195335917073445,0.6218704720246112,0.5890745528761846,0,-1.4884572880787226,-0.856683746725559,-0.573649096185887,-0.019607267619476846,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.25997883894930623,-0.07224827970554903,1.3034586009297817,0.6313427100567085,0.6757082344792325,-0.047834200692121985,1.8650139268903816,-0.28682006853340236,-0.6590439641050436
0,0,0.07222450889639898,0.08203950972669935,0.2128684710482172,-1.1141313632068264,1.2403498878372246,1.3588452853541282,1.0102809049559804,0.006046373609959137,0.1101561976883247,-0.301589675166444,-0.3339506700559898,-0.07815508366960901,0,-1.4884572880787226,-0.856683746725559,0.5824368309527072,0.5854967823690426,0.9949556071138907,-0.20633654277228766,-0.1525715764417884,2.4434072701539313,0.32126772480234755,0.008532961433523863,-0.2308610242100391,1.6968246886899263,-0.9213946568519106,-1.1038260841900551,0.1454084937416419,0.44333365097340893
2,0,0.2025436667130464,-0.43940416426329715,0.6732032822510272,-1.1308087971482226,-0.39633323341251137,-0.036475182350718595,0.7206333935422387,-1.2660914390885907,-1.4607102900564246,-0.301589675166444,0.8480239843133189,0.9231468169718673,0,0.09355466904577933,-1.4540669246735605,0.3569368054164363,0.07309248972936463,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.06576792309799868,0.5712118659865587,-0.7440382978132525,1.45691769664471,-0.7305779862808626,-0.7945047780817971,-0.9671987610726742,1.5163378252686592,0.31576672861687716
1,0,-0.47738237406946193,0.6930785843567817,0.625991055401692,-0.6265960836600278,-0.39633323341251137,0.6611850515017048,-1.3068991863539532,1.3938330783720134,1.6810226854330739,-0.2629465338096786,-0.686870846351064,-0.5114126600804941,0,-0.41714393178628717,0.2715040677348204,2.1077036677933436,1.5317020129905259,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.5138085946243109,-0.37703848377659543,-0.34042468199522896,-0.3958162441099395,-0.18900109126155906,0.7546132021289494,-0.09435777071166608,0.2587942403727466,1.0774211874818642
1,0,0.0608924082166905,-0.6413246712179435,1.0314775520531663,0.4507081924236129,-0.39633323341251137,-0.036475182350718595,-0.43795665211272805,0.9312375101179954,0.8955894415606993,-0.301589675166444,0.37406150408543737,0.5559684588689755,0,-0.41714393178628717,0.2715040677348204,-0.43616078147529636,-0.10424270596632311,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,-0.5427541674295143,-1.3953574200276289,-0.38369003914280025,-0.2605704284567684,0.9086586350073637,-0.1080133276249399,1.6549238625017961,-1.1707111091915834,1.6900953274990407
3,0,0.5368406367644464,-0.3404978808470331,0.2063300206508036,1.017383673119801,-0.39633323341251137,0.6611850515017048,-0.7276041635264697,0.6999397259909863,0.8955894415606993,-0.301589675166444,0.31440990652720757,0.4031489164680617,0,1.5970652606296531,1.1597214053126914,-0.1425047470817127,0.5236997507016258,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,-1.069162552001298,1.3438571721073322,1.1888692846187952,1.6814729190909836,-0.13568005357815574,0.17974966597508923,1.0013508685024612,0.7827380294434391,-0.7214482119081811
0,0,-3.9506712324001088,5.054534271963447,-0.6268080133125804,-0.7919959282902334,-0.39633323341251137,-0.036475182350718595,-1.0172516749402114,-1.6130381152791042,-1.4607102900564246,-0.301589675166444,-0.8742552794802976,-1.1745205815782982,0,-1.4884572880787226,-0.856683746725559,1.3431550474880543,1.9257695749262653,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,-0.5455731157927514,-0.5473142725447153,-0.25929062477192055,-1.5317760905330775,-0.2575997610895572,0.3358148122925014,3.878047143936471,-0.2283550266566793,0.8754389095697013
1,0,1.658718604055585,-0.30911098276385923,-1.0240477432105564,0.5253770976234434,-0.39633323341251137,0.6611850515017048,-1.5965466977676948,-1.4973892232155999,-1.4607102900564246,-0.301589675166444,-1.3969128065658911,-1.527990383687395,0,-0.41714393178628717,0.2715040677348204,0.9321835119758307,-1.0286240469972463,-0.27589519931016004,-0.20633654277228766,-0.1525715764417884,0.28896493018440966,-0.5198108064322565,0.5098139128584518,-1.437719181673062,0.36168296157726165,-1.0353929391876309,-1.1675040238325392,-0.3983168361057044,-0.08134160084255167
2,0,0.06655845855654473,-0.6137710475621122,-2.2272557864953644,-1.1308087971482226,4.162132348734901,1.3588452853541282,0.7206333935422387,-1.6130381152791042,-1.4607102900564246,3.554995832238749,1.5675625026421014,1.2211210621953466,0,0.09355466904577933,-1.4540669246735605,0.3569368054164363,0.07309248972936463,0.7510549472951336,0.015659469763968255,-0.1525715764417884,0.9887449075681247,0.7858461815354555,-0.08217080009926381,1.6948267632444136,0.4207228218838065,-0.7657707773919692,-0.15644357930212402,0.20165086253392916,-0.11516876699145967
